name,img,captions,image_text
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (380).jpg,a cartoon of a man and woman doing yoga, This When Life Get Up And Knocks Turn You Down To God Knee And Turn When Life Puts God You In Higher Position
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2161).jpg,respect respect respect respect respect respect respect respect respect respect respect respect respect respect respect respect respect respect respect respect, Respect Girls Respect both boys & girls Respect those who respects you
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1255).jpg,a cat in pajamas is playing with a toy, birthday it's a PlayStation 4 gift My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2302).jpg,the only way to get rid from the mosquito, The only one who sings for me gives me love bite The only one who keeps coming back even when chase them away True lover!
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (519).jpg,a cartoon of a man playing chess,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1343).jpg,"a woman with a white shirt and a white shirt with the capt that reads, ` ` ` `", Me: This.is my best?!?I?!?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3965).jpg,a quote that says i never seen to be best friends on them always, I've never seen two calm Best Friends one of them always got anger issues Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1430).jpg,a man in a black shirt and a man in a blue hat, One month of quarantine turned Black panther into thin panther 42
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2516).jpg,a gym with a man doing a bench press, Chest day FB/Sarcasmlol day Leg
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3462).jpg,texting with two different messages that say love," Epic! Love You! 238 PM love You Too Too late! 240 PM You Texted Me At 2-38, / Replied At 2:40 What The Hell Were You Doing At 2.39?"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2378).jpg,two men sitting in chairs, When crush asks who is your crush FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1174).jpg,a cell phone with a picture of a man in the background, Cousin's Phone Phone True Story! My My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (100).jpg,a couple sitting at a table with a fire in the middle, are updates
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4821).jpg,a man in a suit and tie smoking a cigarette, Apologize when you're wrong. Sarcasm Stop looking for quotes that support your stupidity.
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (383).jpg,"a text that reads, ' i ' m ' and ' m ' m ' m ' m '", World's shortest LoveStory . He: to my code ! She:
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (432).jpg,a car is parked in a parking lot with a person running towards it, We Found Him!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1312).jpg,a group of men standing next to a machine, These guys mistakenly robbed Passbook Printing Machine instead of ATM Education Is Important
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (464).jpg,"a man with a hat and glasses on his head, and a woman with a white tank top,", week of Gym What He Thinks He Look Like What He Actually Looks Like My
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (345).jpg,a bunch of people are lying on the floor," Apparently; Due to Chinese censorship, Bloods in anime will be recolored into White to make it not look too graphic"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (746).jpg,a tattoo with a heart on it, V. Jatin @JatinTweets Only Legends know about this tattoo
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1892).jpg,a woman walking down the street with a man talking on her phone, The is to be rich FB /SarcasmLol Not to look rich! Rakesh Prasad What else do u expect him to wear on a morning walk?? Spider-man suit? Like Reply goal
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4145).jpg,a woman looking at her reflection in the mirror, When u tell him to leave u alone and he actually leaves u alone: Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4273).jpg,"a cartoon character with a capt that reads, ' arng with me is crazy '", Arguing with me is crazy cause my Sarcasm goal
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2148).jpg,a man in a suit and tie shaking hands with another man," Friends calling me ""the best secret keeper' Me who fougot their told it. FB /SarcasmLol they"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2218).jpg,a couple of people sitting in front of a table, 2004 FB /SarcasmLol One loyal friend is enough 2019 than a thousand fake ones
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3825).jpg,a white poster with the words ' maga neno al ' and ' the words ', Imagine a refund on all the money you spent in a relationship Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (403).jpg,a cartoon character with a top hat and a top hat, Gapitalists collecuve barganing powerto demand hlgher prices rules of the free market Workers doingthe samething This is marketmanipulation and should be banned
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1978).jpg,a text message with the words ' fydt ' and ' fydt ', If you don't reply fast will do this You unsent a message You unsent a message You unsent a message You unsent a message You unsent a message You unsent a message You unsent a message You unsent a message You unsent a message You unsent a message You unsent a message You unsent a message Aa
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2865).jpg,"money is temporary, money is temporary, money is temporary, money is temporary, money is temporary,", Money is temporary House is temporary Career is temporary Car is temporary God is eternal. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4405).jpg,a bunch of people laughing and laughing with the capt, Bus drivers when they see each other Pilots when they see each other
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1363).jpg,"a text message that reads, ` ` ' ' ' ' ' ' ' ' ' ' ' '"," hr Friends if u can't pray in English, please pray in your local language. Last Sunday heard someone saying Imagin going to hell because of grammar"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4695).jpg,these are the best colors to wear, These are the best colors Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1771).jpg,a text message with the words hi whats???????????, Hiiiii What's this?? Social Distancing
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (414).jpg,"a cat with a capt that says, ' our sisters '", Our Sisters When they need something from us
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2371).jpg,"a group of people sitting on a couch with text that reads, ` ' ' ' ' ' '", Horror movies with friends comedy movies Meet Luthra Romantic movies with parents are horror. Like Reply
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4336).jpg,me watching the xtreil about how he graduated and died, Me watching the taxi driver tell me about how he graduated & studied Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1473).jpg,a man in a pink shirt with his arms crossed and the words ` ` ` ` ` ` `, my short friends Complaining how life is hard for them lately
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2444).jpg,the avengers movie memes, will not pay the bill. not? You 1 ordered 42 coffees. 2 coffees. FB /Sarcasmlol Why
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2563).jpg,a plate of potatoes with a bowl of sauce and a bowl of sauce, Today you ignore me FB /Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1598).jpg,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge, short mom threatening my tall ass to behave My
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (575).jpg,"a meme with the capt that reads, ` ` ' ' ' ' ' ' ' ' '", traditional diets when they see recent food science findings: You could not with your own failure Where did that bring Back to me live you?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1744).jpg,a cartoon character sitting on top of a cement wall, lam literally waiting for two things ISarcasmlol 1. Vaccine 2
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1410).jpg,a man in a graduation gown and cap is holding a tablet, CONGRATULATIONS CLASS OF 2020 @sarcasm9
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (394).jpg,"a lion with its head in the air, and the capt says, ` ` ` ` ` `"," Kenyan Official: Homosexual Lions Learned It From ""Copying Tourists AngryAussie @angryaussie Personally I say hats off to the gay tourists who were willing to fuck in front of lions. Gay"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4157).jpg,a group of friends laughing together in a kitchen, Spending 20 minutes with friends make you think life is worth living again. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1647).jpg,"the avengers movie scene with the avengers movie, avengers memes, avengers memes, avengers memes", No fighting today! To reduce the spread of Why not? coronavirus
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (13).jpg,a person with a smile on their face, someone: *mispells a random word* meme man community: funni komedi laf
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4217).jpg,mes single mes single mes single mes single mes single mes single mes, Me: Is Single dating advice to my friend girlfriend Sarcasm guide others to a treasure | cannot possess. My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4434).jpg,a woman with a quote that reads do you keep your money in your home? in my memories," Do you keep your money in your bank or at home?"" Me: Sarcasm in my memories."
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3289).jpg,mememe mememe meme meme meme meme meme meme meme, Me fake sleeping in the car carried inside Sarcasm Uber Driver: get
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (367).jpg,a poster with a soccer ball and a quote," Dear world, thank you for playing with our balls: The Telestar 18 is being proudly manufactured in Sialkot , Pakistan BRAND PAKISTAN"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1555).jpg,a little boy in a striped shirt and black pants, when you're at the store with your mom and she sees her friend
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3638).jpg,"a quote that says, ' once you ' reting dark and then, there ' s no going", Once you start using dark mode then trust me there's no going back.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2427).jpg,a red circle with the words real life jobs algebra algebra algebra algebra algebra algebra algebra algebra algebra algebra algebra, Real life jobs that use Algebra Algebra teacher FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (931).jpg,a man running in the woods with the words the only exercise is not, The only exercise I've done this month is running out of money
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4559).jpg,a green toy with a picture of a man in a green box," You might be old, but are u this old? Meet Luthra The game is the reason have anger issues now. Like Reply"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (499).jpg,jack chan - once hel engie hist and broke his hand, JACKIE CHAN! He once held an egg inside blocks with his hand without breaking the egg!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3733).jpg,a man in a suit sitting at a desk with a laptop," ""Idon't need to write them down, Il remember"" Me at the grocery store: Sarcasm"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (673).jpg,a woman with a large afro haircut, How did it take for you to notice thats its not her neck long 1
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3121).jpg,a quote that says i ' m ' ere i ' m ' ere i ' m ', I'm broqué Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2043).jpg,a man sitting on the ground with his head in his hands, When | fail in exams pray that my best friend fails too
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (719).jpg,"a man and woman in underwears with the capt that says, ' mistakes make you stronger '"," ""mistakes makes you stronger"" my parents after giving birth to me:"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4450).jpg,a man with a mustache and mustaches on his face, People Who Hardly Post On Social Media Sarcasm Think They Have A Master's Degree In Maturity
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4166).jpg,"text that reads, ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"," Perfect proposal! with her._ 11,38 Just tell her! Ur right. love you Sarcasm already did 1140"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (30).jpg,"a dog with a capt that says, ` ` ` ` ` ` ` ` ` ` ` `", When somebody is using my phone!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4380).jpg,keg keg keg keg keg keg keg keg keg keg," Someone needs to break my heart again, I'm starting to Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (537).jpg,a cartoon character with a text that reads ` ` ' ' ' ' ' ' ' ' ' ', 75% of students are at Math belong to the rest 15% good
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2274).jpg,a group of people on a field with their hands in the air, *Connects to WiFi* Apps:
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (940).jpg,a woman with long hair and a ponytail ponytail, and regret it IT IT RDS RDS
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (659).jpg,a text that reads how do you know how do you know how do you know how do you know, How Google pc overheat solutions 0 How girls google ? Google boys
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (329).jpg,"a mortar mortar with the words, ' sign ' and ' sign '", SIGMA GRINDSET
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4323).jpg,a man with a smile on his face, Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (731).jpg,a man sitting on the floor writing in a book, Name that friend Who studies all the time
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (583).jpg,"a group of people standing in a room with a sign that says, someone is a glass in museum", Someone left their glasses in a museum and People thought it was art
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4851).jpg,a green snake with a long tongue and a long tongue," He att@ck? Worse, he judges you sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3922).jpg,"a person holding a phone with the text saying, ' my friend is a friend '", Me giving my best friend advice advice Her reply age 25 PM But | still love him My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (849).jpg,a boy sleeping in bed with the capt that says tomorrow is tomorrow tomorrow is tomorrow tomorrow is tomorrow tomorrow, Tomorrow school again Tomorrow searching for food again
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4074).jpg,a stuffed frog laying on top of a bed, Sometimes you just need to lay on your bed and do nothing for three years Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3963).jpg,someone mes sent someone to me mes sent someone to mes mes sent someone to me, Someone 'sends a screenshot* Me : *checks their battery percentage* Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (259).jpg,a cartoon character with a capt that reads anythingoving cars and racing exists red bull monsters, Anything involving cars and racing exists* Red bull and monster ads:
